Unnamed: 0|ID|LIBELLE|SEUIL|UNITE|QUANTITEPARPACK|PU|ACTIF|PHOTO|CALORIE|DURRE|COMPOSE|CATEGORIEINGREDIENT|IDFOURNISSEUR|DATY|QTELIMITE|PV|LIBELLEVENTE|SEUILMIN|SEUILMAX|PUACHATUSD|PUACHATEURO|PUACHATAUTREDEVISE|PUVENTEUSD|PUVENTEEURO|PUVENTEAUTREDEVISE|ISVENTE|ISACHAT|COMPTE_VENTE|COMPTE_ACHAT|LIBELLEEXTACTE|TVA|FILEPATH|RESTE|TYPESTOCK|IDCHAMBRE|ISPERISHABLE|PV2|CODEBARRE|TYPEINGREDIENT|REFERENCE|Unnamed: 41
|IG000116|Vanitea Kishi Relax  - Pqt de 20 infusettes                                   |0    |UNT00011|0              |1,185.07 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |6    |CUMP     |         |0           |10,000    |9261359998191|              |         |
|IG000117|Vanitea Neha Detox - Pqt de 20 infusettes                                     |0    |UNT00011|0              |2,310.73 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |29   |CUMP     |         |0           |10,000    |9266254918558|              |         |
|IG000118|Vanitea Royal  blue - Pqt de 20 infusettes                                    |0    |UNT00011|0              |1,269.18 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |8    |CUMP     |         |0           |10,000    |9234234030583|              |         |
|IG000119|Vanitea Sweet Sakari - Pqt de 20 infusettes                                   |0    |UNT00011|0              |1,231.53 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |3    |CUMP     |         |0           |10,000    |9299121192553|              |         |
|IG000120|Vanitea Tera Boost - Pqt de 20 infusettes                                     |0    |UNT00011|0              |1,305.88 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |10,000    |9221662919528|              |         |
|IG000121|Vanitea Yori Calm - Pqt de 20 infusettes                                      |0    |UNT00011|0              |1,064.55 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |-6   |CUMP     |         |0           |10,000    |9243139993671|              |         |
|IG000122|Vanitea infusion Gingembre Curcuma - Pqt de 20 infusettes                     |0    |UNT00011|0              |2,198.67 |0    |     |0      |     |0      |CATVAN             |             |                       |0        |7,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |12   |CUMP     |         |0           |7,000     |9214339339590|              |         |
|IG000123|Vanitea Ravimboafotsy - Pqt de 20 infusettes                                  |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |0    |CUMP     |         |0           |6,000     |9234005914333|              |         |
|IG000124|Vanitea Hibiscus - Pqt de 20 infusettes                                       |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |1    |CUMP     |         |0           |8,000     |9234005939398|              |         |
|IG000125|Vanitea Ravin`Oliva citriodora - Pqt de 20 infusettes                         |0    |UNT00011|0              |931.77   |0    |     |0      |     |0      |CATVAN             |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |5    |CUMP     |         |0           |6,000     |9234005999538|              |         |
|IG000126|Vanitea the vert - Pqt de 20 infusettes                                       |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |10,000    |9229549582919|              |         |
|IG000127|Vanitea verveine menthe - Pqt de 20 infusettes                                |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |10,000    |9234234029952|              |         |
|IG000128|Vanitea hibiscus orange - Pqt de 20 infusettes                                |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |10,000    |9234234029938|              |         |
|IG000129|Vanitea the vert vanille orange - Pqt de 20 infusettes                        |0    |UNT00011|0              |1        |0    |     |0      |     |0      |CATVAN             |             |                       |0        |10,000    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |10,000    |9234234029945|              |         |
|IG000879|Eau essentielle hibiscus menthe 300ml                                         |0    |UNT00004|0              |1,146.08 |0    |     |0      |     |0      |CATARO             |             |2025-10-25 00:00:00.000|0        |2,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |62004       |              |0     |        |0    |CUMP     |         |0           |0         |             |              |         |
|IG000880|Eau essentielle Orange 300ml                                                  |0    |UNT00004|0              |596.94   |0    |     |0      |     |0      |CATBO              |             |2025-10-25 00:00:00.000|0        |2,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |0    |CUMP     |         |0           |0         |             |              |         |
|IG000881|Boisson Aloe Totum au miel 300ml                                              |0    |UNT00004|0              |2,449.99 |0    |     |0      |     |0      |CATBO              |             |2026-10-27 00:00:00.000|0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |62004       |              |0     |        |5    |CUMP     |         |0           |0         |             |              |         |
|IG000884|POUDRE DE  BSA 200g                                                           |0    |UNT00001|0              |1,875.32 |0    |     |0      |     |0      |CATGE              |FRN000063    |2050-01-01 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |73002       |607024      |              |0     |        |12   |CUMP     |         |0           |10,000    |             |              |         |
|IG000885|BOISSON  FANDRAVA BTL 300ML                                                   |0    |UNT00004|0              |2,223.57 |0    |     |0      |     |0      |CATBS              |FRN000063    |2050-01-01 00:00:00.000|0        |7,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |73004       |63001       |              |0     |        |0    |CUMP     |         |0           |7,000     |             |              |         |
|IG000001|HE Cannelle - Flacon 10ml                                                     |0    |UNT00004|0              |1,697.2  |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |8    |CUMP     |         |0           |8,500     |9253355513959|              |         |
|IG000002|HE Citriodora - Flacon 10ml                                                   |0    |UNT00004|0              |988.43   |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |33   |CUMP     |         |0           |8,500     |9219646992933|              |         |
|IG000003|HE Citronnelle - Flacon 10ml                                                  |0    |UNT00004|0              |1,705.69 |0    |     |0      |     |0      |CATHE              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |9    |CUMP     |         |0           |10,000    |9253355569291|              |         |
|IG000004|HE Cypres - Flacon 10ml                                                       |0    |UNT00004|0              |1,534.66 |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |13   |CUMP     |         |0           |8,500     |9215977399953|              |         |
|IG000005|HE Eucalyptus - Flacon 10ml                                                   |0    |UNT00004|0              |1,569.63 |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |11   |CUMP     |         |0           |8,500     |9213277313358|              |         |
|IG000006|HE Géranium - Flacon 10ml                                                     |0    |UNT00004|0              |1,968.37 |0    |     |0      |     |0      |CATHE              |             |                       |0        |14,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |13   |CUMP     |         |0           |14,500    |9243951977958|              |         |
|IG000007|HE Gingembre - Flacon 10ml                                                    |0    |UNT00004|0              |2,671.26 |0    |     |0      |     |0      |CATHE              |             |                       |0        |14,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |11   |CUMP     |         |0           |14,500    |9234019592459|              |         |
|IG000008|HE Girofle - Flacon 10ml                                                      |0    |UNT00004|0              |2,785.71 |0    |     |0      |     |0      |CATHE              |             |                       |0        |14,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |30   |CUMP     |         |0           |14,500    |9253669979588|              |         |
|IG000009|HE Helichryse - Flacon 10ml                                                   |0    |UNT00004|0              |1,656.25 |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |30   |CUMP     |         |0           |8,500     |9234019517988|              |         |
|IG000010|HE Katrafay - Flacon 10ml                                                     |0    |UNT00004|0              |2,308.11 |0    |     |0      |     |0      |CATHE              |             |                       |0        |11,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |18   |CUMP     |         |0           |11,500    |9271619212950|              |         |
|IG000011|HE Mandravasarotra/Saro - Flacon 10ml                                         |0    |UNT00004|0              |2,336.17 |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |18   |CUMP     |         |0           |8,500     |9269119999587|              |         |
|IG000012|HE Niaouli - Flacon 10ml                                                      |0    |UNT00004|0              |364.94   |0    |     |0      |     |0      |CATHE              |             |                       |0        |7,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |42   |CUMP     |         |0           |7,000     |9293361959587|              |         |
|IG000013|HE Ravintsara - Flacon 10ml                                                   |0    |UNT00004|0              |1,219.39 |0    |     |0      |     |0      |CATHE              |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |82   |CUMP     |         |0           |8,000     |9219112594197|              |         |
|IG000014|HE Ylang - Flacon 10ml                                                        |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATHE              |             |                       |0        |14,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |25   |CUMP     |         |0           |14,500    |9234019751375|              |         |
|IG000015|HE Menthe Poivrée - Flacon 10ml                                               |0    |UNT00004|0              |3,714.1  |0    |     |0      |     |0      |CATHE              |             |                       |0        |18,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |43   |CUMP     |         |0           |18,000    |9255949679584|              |         |
|IG000016|HE Lavandin - Flacon 10ml                                                     |0    |UNT00004|0              |1,706.19 |0    |     |0      |     |0      |CATHE              |             |                       |0        |18,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |15   |CUMP     |         |0           |18,000    |9234019594514|              |         |
|IG000017|HE Tea Tree - Flacon 10ml                                                     |0    |UNT00004|0              |3,359.7  |0    |     |0      |     |0      |CATHE              |             |                       |0        |15,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |15,000    |9234234029969|              |         |
|IG000018|HE Romarin - Flacon 10ml                                                      |0    |UNT00004|0              |3,851.95 |0    |     |0      |     |0      |CATHE              |             |                       |0        |18,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |17   |CUMP     |         |0           |18,000    |9234234030347|              |         |
|IG000019|HE Terebenthine - Flacon 10ml                                                 |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATHE              |             |                       |0        |14,000    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |14,000    |9234234030101|              |         |
|IG000020|Complexe Apaisant - Douleur - Flacon 10ml                                     |0    |UNT00004|0              |982.19   |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |25   |CUMP     |         |0           |8,000     |9234234030248|              |         |
|IG000021|Complexe Air pure - Flacon 10ml                                               |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATCHE             |             |                       |0        |11,500    |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |3    |CUMP     |         |0           |11,500    |9234234030712|              |         |
|IG000022|Complexe Aroma Femina - Flacon 10ml                                           |0    |UNT00004|0              |1,496.99 |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |13   |CUMP     |         |0           |8,000     |9254925991467|              |         |
|IG000023|Complexe Fluidité Sanguine - Flacon 10ml                                      |0    |UNT00004|0              |403.49   |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |26   |CUMP     |         |0           |8,000     |9252949336950|              |         |
|IG000024|Complexe Immuno - Flacon 10ml                                                 |0    |UNT00004|0              |973.95   |0    |     |0      |     |0      |CATCHE             |             |                       |0        |11,500    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |13   |CUMP     |         |0           |11,500    |9253359255114|              |         |
|IG000025|Complexe Repulss - Flacon 10ml                                                |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,500     |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |8,500     |9234539113370|              |         |
|IG000026|Complexe Respir / Sinusite - Flacon 10ml                                      |0    |UNT00004|0              |1,850.91 |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |39   |CUMP     |         |0           |8,000     |9299715993733|              |         |
|IG000027|ComplexeJambe lourde - Flacon 10ml                                            |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |8,000     |9254936395247|              |         |
|IG000028|Complexe accouchement* - Flacon 10ml                                          |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |          |           |                  |       |       |72004       |62004       |              |0     |        |     |CUMP     |         |0           |8,000     |9225545833635|              |         |
|IG000029|Complexe anti-grippe* - Flacon 10ml                                           |0    |UNT00004|0              |1,323.61 |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |12   |CUMP     |         |0           |8,000     |9234019577999|              |         |
|IG000030|Complexe mycose - Flacon 10ml                                                 |0    |UNT00004|0              |1        |0    |     |0      |     |0      |CATCHE             |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |5    |CUMP     |         |0           |8,000     |9234234030408|              |         |
|IG000031|Inhaler Stress - Tube 7g                                                      |0    |UNT00001|0              |1,162.4  |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |38   |CUMP     |         |0           |10,000    |9259964549952|              |         |
|IG000032|Inhaler Respir - Tube 7g                                                      |0    |UNT00001|0              |1,141.22 |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |52   |CUMP     |         |0           |10,000    |9295318599594|              |         |
|IG000033|Inhaler mémoire - Tube 7g                                                     |0    |UNT00001|0              |1,405.67 |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |20   |CUMP     |         |0           |10,000    |9259964549952|              |         |
|IG000034|Inhaler sommeil - Tube 7g                                                     |0    |UNT00001|0              |1,339.92 |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |18   |CUMP     |         |0           |10,000    |9239544619954|              |         |
|IG000035|Inhaler Voyage - Tube 7g                                                      |0    |UNT00001|0              |1,139.96 |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |10   |CUMP     |         |0           |10,000    |9257176499539|              |         |
|IG000036|Inhaler Fosa - Tube 7g                                                        |0    |UNT00001|0              |1,367.44 |0    |     |0      |     |0      |CATIN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |59   |CUMP     |         |0           |10,000    |9211669953182|              |         |
|IG000037|TM Ail - Flacon 10ml                                                          |0    |UNT00004|0              |494.77   |0    |     |0      |     |0      |CATTM              |             |                       |0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |9    |CUMP     |         |0           |5,000     |9212029391941|              |         |
|IG000038|TM Artichaud - Flacon 10ml                                                    |0    |UNT00004|0              |920.67   |0    |     |0      |     |0      |CATTM              |             |                       |0        |8,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |-6   |CUMP     |         |0           |8,000     |9223183929192|              |         |
|IG000039|TM Pervenche - Flacon 10ml                                                    |0    |UNT00004|0              |789.64   |0    |     |0      |     |0      |CATTM              |             |                       |0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |33   |CUMP     |         |0           |5,000     |9258355495793|              |         |
|IG000040|TM Centella - Flacon 10ml                                                     |0    |UNT00004|0              |709.14   |0    |     |0      |     |0      |CATTM              |             |                       |0        |5,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |68   |CUMP     |         |0           |5,000     |9213352553945|              |         |
|IG000041|Gelules ail - Pot 80 gel                                                      |0    |UNT00001|0              |3,187.86 |0    |     |0      |     |0      |CATCN              |             |                       |0        |8,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |17   |CUMP     |         |0           |8,500     |             |              |         |
|IG000042|Gelules aloe totum - Pot 80 gel                                               |0    |UNT00001|0              |2,286.23 |0    |     |0      |     |0      |CATCN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |11   |CUMP     |         |0           |10,000    |             |              |         |
|IG000043|Gelules argile verte - Pot 80 gel                                             |0    |UNT00001|0              |778.31   |0    |     |0      |     |0      |CATCN              |             |                       |0        |11,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |18   |CUMP     |         |0           |11,000    |             |              |         |
|IG000044|Gelules artemisia - Pot 80 gel                                                |0    |UNT00001|0              |2,062.48 |0    |     |0      |     |0      |CATCN              |             |                       |0        |9,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |16   |CUMP     |         |0           |9,000     |             |              |         |
|IG000045|Gelules cannelle fenugrec - Pot 80 gel                                        |0    |UNT00001|0              |2,411.9  |0    |     |0      |     |0      |CATCN              |             |                       |0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |57   |CUMP     |         |0           |10,000    |             |              |         |
|IG000090|Eau de montagne O essentielle - btl 500 ml                                    |0    |UNT00004|0              |1        |0    |     |0      |     |1      |CATBO              |             |                       |0        |1,400     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |1     |        |11   |CUMP     |         |0           |1,400     |             |              |         |
|IG000091|Eau de Montagne Vontovorona - btl 500ml                                       |0    |UNT00004|0              |629.95   |0    |     |0      |     |1      |CATBO              |             |                       |0        |1,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |1     |        |129  |CUMP     |         |0           |1,000     |             |              |         |
|IG000092|Eau Essentielle Orange - btl 500 ml                                           |0    |UNT00004|0              |324.22   |0    |     |0      |     |0      |CATBO              |             |                       |0        |3,500     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |5    |CUMP     |         |0           |3,500     |             |              |         |
|IG000093|Vanitea confort cardio - Pqt de 10 infusettes                                 |0    |UNT00011|0              |752.88   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |46   |CUMP     |         |0           |6,000     |9212855991339|              |         |
|IG000094|Vanitea confort circulation (Fluidité sanguine) - Pqt de 10 infusettes        |0    |UNT00011|0              |627.51   |0    |     |0      |     |1      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |88   |CUMP     |         |0           |6,000     |9256921333999|              |         |
|IG000095|Vanitea confort prostate - Pqt de 10 infusettes                               |0    |UNT00011|0              |734.68   |0    |     |0      |     |1      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |40   |CUMP     |         |0           |6,000     |9259915993926|              |         |
|IG000096|Vanitea confort intestinal - Pqt de 10 infusettes                             |0    |UNT00011|0              |716.44   |0    |     |0      |     |1      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |30   |CUMP     |         |0           |6,000     |9256921579496|              |         |
|IG000097|Vanitea confort foie - Pqt de 10 infusettes                                   |0    |UNT00011|0              |702.71   |0    |     |0      |     |1      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |91   |CUMP     |         |0           |6,000     |9253892175894|              |         |
|IG000098|Vanitea confort élimination (calculs) - Pqt de 10 infusettes                  |0    |UNT00011|0              |720      |0    |     |0      |     |1      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |62   |CUMP     |         |0           |6,000     |9234234031580|              |         |
|IG000099|Vanitea confort femme - Pqt de 10 infusettes                                  |0    |UNT00011|0              |602.93   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |42   |CUMP     |         |0           |6,000     |9231564968951|              |         |
|IG000100|Vanitea confort estomac - Pqt de 10 infusettes                                |0    |UNT00011|0              |681.64   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |62   |CUMP     |         |0           |6,000     |9231462159291|              |         |
|IG000101|Vanitea confort lipidique (gras) - Pqt de 10 infusettes                       |0    |UNT00011|0              |691.07   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |40   |CUMP     |         |0           |6,000     |9253894979397|              |         |
|IG000102|Vanitea confort silhouette (minceur) - Pqt de 10 infusettes                   |0    |UNT00011|0              |662.46   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |34   |CUMP     |         |0           |6,000     |9253195456799|              |         |
|IG000103|Vanitea confort rénal - Pqt de 10 infusettes                                  |0    |UNT00011|0              |778.32   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |113  |CUMP     |         |0           |6,000     |9231559929660|              |         |
|IG000104|Vanitea ant-cancer - Pqt de 10 infusettes                                     |0    |UNT00011|0              |945.91   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |37   |CUMP     |         |0           |6,000     |9234234030491|              |         |
|IG000105|Vanitea confort diabète - Pqt de 10 infusettes                                |0    |UNT00011|0              |913.93   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |78   |CUMP     |         |0           |6,000     |9252521949295|              |         |
|IG000106|Vanitea confort respiratoire - Pqt de 10 infusettes                           |0    |UNT00011|0              |552.56   |0    |     |0      |     |0      |CATVANCONF         |             |                       |0        |6,000     |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |0     |        |37   |CUMP     |         |0           |6,000     |9259962199715|              |         |
|ING00506|PSALT (PSA libre et total)                                                    |0    |UNT00005       |0              |120,000  |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |120,000   |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |2    |CUMP     |         |0           |120,000   |             |              |         |
|ING00507|NUMERATION FORMULE SANGUINE + PLAQUETTES                                      |0    |UNI00000003|0              |20,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |20,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |19   |CUMP     |         |0           |20,000    |             |              |         |
|ING00508|VITESSE DE SEDIMENTATION 1h                                                   |0    |UNT00005       |0              |10,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |10,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |17   |CUMP     |         |0           |10,000    |             |              |         |
|ING00509|TAUX DE PROTHROMBINE (TP) + INR                                               |0    |UNT00005       |0              |20,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |20,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |20,000    |             |              |         |
|ING00510|TEMPS DE CEPHALINE ACTIVEE (TCA)                                              |0    |UNT00005       |0              |20,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |20,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |20,000    |             |              |         |
|ING00511|FIBRINOGENE (Facteur I)                                                       |0    |UNT00005       |0              |15,000   |0    |     |0      |     |0      |CATMED             |             |2025-06-30 00:00:00.000|0        |15,000    |            |        |        |          |           |                  |0         |0          |                  |       |       |72004       |62004       |              |20    |        |0    |CUMP     |         |0           |15,000    |             |              |         |
